id,claim,evidence,label,topic
5580,Larry the Cable Guy series finale aired on the the day of 29th.,Jackie (2016 film) was written by Peter Jackson.,0,creation
5581,Artpop had first-week sales of about 500 000 copies.,Jackpot is a TV show.,0,creation
5582,Helmand Province is far away from Lashkargah.,Jackpot is exclusively a novel.,0,information
5583,Bruce Shand was born on June 11th 2007.,Jackpot was only released on one screen in India.,0,politics
5584,Recovery is Eminem's first album.,Jackpot was released in 2000.,0,creation
5585,English people are descended from the Romans.,James Earl Jones is not known for his voice roles.,0,information
5586,Thomas Jefferson did not retire from public office.,James Earl Jones was not the voice of Darth Vader.,0,information
5587,Daggering is a type of ballet.,"James Jones's nickname is ""Cody"".",0,creation
5588,Uranium-235 was discovered by a person who was born after August.,"James Jones's nickname is not ""Champ"".",0,information
5589,Tamerlan Tsarnaev has been in a theater production with the police.,James VI and I razed the Plantation of UIster.,0,information
5590,Terry Crews only played amateur football.,James VI and I was a major adversary of a single parliament for England.,0,creation
5591,Hot Right Now is from the author Bob Stanley.,James VI and I was a major adversary of a single parliament for Scotland.,0,information
5592,Raees (film) stars Mahira Khan as Aasiya Alam.,James VI and I was a major advocate of a single parliament for France.,0,information
5593,AMGTV is not an American television network.,James VI and I was a major advocate of a single parliament for Ireland.,0,industry
5594,Oscar de la Hoya quit fighting in 1990.,James VI and I was a major advocate of women's rights for Scotland.,0,information
5595,Sophia Bush was only in horror films.,James VI and I was Spanish.,0,information
5596,Blue Jasmine has an Australian actress in it.,Jamie Murray is not a three-time Grand Slam doubles winner.,0,politics
5597,The Prowler made his first appearance in red.,Janelle MonÃ¡e graduated college on December 1st 1985.,0,information
5598,Creedence Clearwater Revival was informally abbreviated to bucket.,Janelle MonÃ¡e has only ever been a plumber.,0,natural
5599,Jeong Hyeong-don is solely Peruvian.,Janelle MonÃ¡e is Mexican.,0,politics
5600,Highway to Heaven refused to ever run on NBC.,Janelle MonÃ¡e is only signed to Bad Boys Records.,0,religion
5601,Marco Polo did not travel to China.,Janelle MonÃ¡e was born on December 22nd 2012.,0,information
5602,Augustus probably did not die from natural causes.,Janet Leigh was a person.,0,information
5603,Tylenol is a brand of cream.,Janet Leigh was Canadian.,0,information
5604,The Bassoon King is a mountain.,Janet Leigh was Canadian.,0,creation
5605,A monster is always beautiful.,Janet Leigh was incapable of acting.,0,information
5606,Stan Beeman is the main character.,Janet Leigh was incapable of dancing.,0,natural
5607,Keith Urban is an Australian car company.,Janet Leigh was incapable of singing.,0,information
5608,The Armenian Genocide was the extermination of Armenians who were mostly Turkish citizens.,Janet Leigh was incapable of writing.,0,politics
5609,Awkward Black Girl is a television series.,Jason Katims has made no contributions to Roswell.,0,information
5610,A monk is solely a non-human animal.,Jason Katims has made no contributions to Roswell.,0,politics
5611,Rio's sequel was released five years before April 11 2014.,Jason Katims has made no contributions to Roswell.,0,sports
5612,Hedda Gabler's world premiere took place in Schwabing.,Jayasudha is an actor that stars in Daag.,0,gossip
5613,Jens Stolenberg only held the office of Prime Minister from 2000 to 2001.,Jayasudha was uncast from Daag.,0,gossip
5614,Brazzers is a pornographic festival.,Jean-Michel Basquiat died at age 29.,0,creation
5615,The 1976 thriller Duel was Steven Spielberg's directorial debut.,Jean-Michel Basquiat died of a heart attack.,0,creation
5616,Tottenham Hotspur F.C. is American.,Jean-Michel Basquiat died of a pill overdose.,0,information
5617,The State of Palestine denies the Gaza Strip.,Jenna Jameson was incapable of modeling.,0,sports
5618,Hush (2016 film) was produced by Jason Blum.,Jennifer Lopez's The Remixes was not the first in history to debut at number one on the U.S. Billboard 200.,0,politics
5619,The Cincinnati Kid stars Edward G. Robinson as Mario.,Jennifer Lopez's The Remixes was the first in history to debut at number one on the Shazam Music Charts.,0,sports
5620,Michael Vick has only ever played the sport of golf.,Jens Stolenberg only held the office of Prime Minister from 2000 to 2001.,0,politics
5621,Victoria Palace Theatre is in Wales.,Jens Stoltenberg died in 1998.,0,gossip
5622,Pearl Jam does not play rock music.,Jens Stoltenberg lost every election he has ever ran in.,0,sports
5623,Giada at Home began airing in 2003.,Jens Stoltenberg only served one term as Prime Minister of Norway.,0,sports
5624,Jamie Murray is not a three-time Grand Slam doubles winner.,Jens Stoltenberg was Prime Minister of Canada from 2000 to 2001.,0,creation
5625,The State of Palestine designates West Jerusalem as the capital.,Jens Stoltenberg was Prime Minister of Norway once.,0,information
5626,James VI and I was a major advocate of a single parliament for France.,Jeong Hyeong-don has refused to ever work under FNC Entertainment.,0,information
5627,Trevor Griffiths was born in Boston Massachusetts.,Jeong Hyeong-don is solely Peruvian.,0,creation
5628,Tie Your Mother Down was absent from the album A Day at the Races.,Jeong Hyeong-don was born in 1938.,0,information
5629,The New Orleans Pelicans only play in the NHL.,Jeong Hyeong-don's birthday is May 7.,0,gossip
5630,Lockhead Martin F-35 Lightning II first flew in November..,Jewell declined to ever work with Snoop Dogg.,0,gossip
5631,Buffy Summers appears only in a television series.,"Jewell is best known for her song ""Harvest for the World.""",0,creation
5632,Paris (Paris Hilton album) is without elements of reggae.,Joe Rogan did not move to Los Angeles in 1994.,0,creation
5633,A working animal is incapable of being trained.,Joe Rogan moved to Seattle in 1994.,0,information
5634,Creedence Clearwater Revival was not a rock band.,Joe Walsh was barely inducted in 2001.,0,politics
5635,The Battle of France was not the German invasion of France.,Joe Walsh was written on the official roster of an organization in 2001.,0,creation
5636,Philomena is only a book.,Johanna Braddy has no experience as an actress.,0,information
5637,Jeong Hyeong-don was born in 1938.,Johanna Braddy is known to have no appearances on television.,0,information
5638,CHiPs is an American romance film.,John Deighton had healthy legs his entire life.,0,creation
5639,Roar (song) is only featured on Katy Perry's third album.,John Deighton was healthy his entire life.,0,information
5640,Tom DeLonge spent his entire life pursuing his life-long dream of being a scuba diver.,John Dolmayan is a German songwriter.,0,information
5641,Jewell declined to ever work with Snoop Dogg.,John Dolmayan is a squid.,0,creation
5642,Earl Scruggs was exclusively Canadian.,John Dolmayan is Armenian-American and Indian.,0,information
5643,Osamu Tezuka's mother only had to erase notes in his notebook.,John Dolmayan is only a guitarist.,0,information
5644,Natural Born Killers was based upon Tarantino's original screenplay without revision.,John Dolmayan is only German.,0,industry
5645,Julianne Moore is not an actress.,John Dolmayan was born in Germany.,0,information
5646,Birthday Song (2 Chainz song) was produced by Eminem.,John Dolmayan was born on July 15 1873.,0,information
5647,T2 Trainspotting is directed by a man from the capital city of Scotland.,John Dolmayan was only born in Mexico.,0,politics
5648,Home for the Holidays stars no deceased professionals.,John Krasinski is a car.,0,information
5649,Marco Polo was not a European.,John Krasinski is a thespian.,0,natural
5650,Jack Falahee was born in 1989 and he is unknown.,John Krasinski is an astronaut.,0,politics
5651,The Colosseum is in Beijing.,Johnny Galecki has appeared in just one American sitcom.,0,religion
5652,The Cretaceous is a Paleogene extinction event in 2001.,Johnny Galecki only acted in NBC shows.,0,information
5653,Byron Howard turned down the opportunity to direct the film Zootopia in favor of becoming a wizard.,Johnny Galecki played an uneducated character in The Big Bang Theory.,0,information
5654,Paramore is Canadian.,JosÃ© Ferrer was an actor in movies.,0,information
5655,Soul Foods was produced only by Tracey Edmonds.,JosÃ© Ferrer won a Tony Award in 1909.,0,creation
5656,Tijuana is on an island.,Joseph Gordon-Levitt directed Brick (film).,0,information
5657,Fist of Legend is an original film.,Julianne Moore created the television series As the World Turns.,0,natural
5658,David Spade was fired from being in Joe Dirt 2: Beautiful Loser.,Julianne Moore is not an actress.,0,information
5659,Stephen Hillenburg has always hated the ocean.,Julianne Moore was in the film As the World Turns.,0,politics
5660,Brad Wilk died before starting his career as a drummer.,Julianne Moore was not in the television series As the World Turns.,0,information
5661,Matthew Gray Gubler was born in the nineties.,Justin Chatwin did not perform in American Gothic.,0,politics
5662,The horse was not called a Eohippus when it had multiple toes.,Justin Chatwin did not perform in Doctor Who.,0,sports
5663,Homo sapiens are considered of most concern on the IUCN Red List.,Justin Chatwin is not an actor.,0,gossip
5664,Tenacious D is made up of zero Americans.,Justine Bateman is a German.,0,gossip
5665,Rio's 2013 sequel is called Rio 2.,Justine Bateman is a poet.,0,creation
5666,Bones was created by Eric Kripke.,Justine Bateman is not a writer.,0,creation
5667,Brick (film) is a mystery television show only.,Justine Bateman is not an American.,0,information
5668,Efraim Diveroli is a Spaniard.,Justine Bateman was born in 1976.,0,sports
5669,Johnny Galecki only acted in NBC shows.,Juventus F.C. is the third oldest association football (soccer) club in Italy.,0,politics
5670,The CONCACAF Champions League is rarely organized for football clubs in Central America.,Juventus F.C. rejected their traditional black-and-white-striped home uniform in 1903.,0,sports
5671,Don Hall is Canadian.,Keith Urban is a Algerian pop music artist's second studio album.,0,politics
5672,Goosebumps (film) was directed by a pig.,Keith Urban is an Australian car company.,0,gossip
5673,Giada at Home was aired only on PBS.,Keith Urban is solely the first album of a Canadian gospel singer.,0,sports
5674,Bad Romance was one of the best-selling stocks of all time.,Keith Urban was only released on October 1 1991.,0,sports
5675,Gordan Ramsay was ranked the 22nd highest earning celebrity in the world in 2015.,Keith Urban was released by a Belgian-based record label.,0,creation
5676,Pearl Jam is not a band.,Keith Urban was released by Sony Music Entertainment.,0,information
5677,Bones is solely a television pitch.,Kellogg's products are marketed in only one country.,0,information
5678,Angelsberg had a population of 283 in the Middle Ages.,Kelly Preston was not in Broken Bridges.,0,creation
5679,Poldark has been commissioned for a third video game.,Kellyanne Conway has not been embroiled in a series of controversies.,0,information
5680,The Good Wife did not produce a full 22 episode season.,Kendall Jenner is a driver.,0,gossip
5681,The United Nations Charter was signed in Germany.,Kendall Jenner is Instagram.,0,gossip
5682,Prescott Arizona is an album.,Kendall Jenner is unphotogenic.,0,creation
5683,100 percent of the University of Mississippi's students come from Mississippi.,Kenneth Lonergan died on October 16 1962.,0,creation
5684,Yandex operates only outside of Kazakhstan.,Kenneth Lonergan is a songwriter.,0,information
5685,Dub music is a genre of film.,Kenneth Lonergan is only a producer.,0,politics
5686,Keith Urban was only released on October 1 1991.,Kenneth Lonergan is the director of Pacific Rim.,0,creation
5687,Avenged Sevenfold is an album by an American jazz band.,Kerplunk was Green Day's first of many albums on the Lookout Records label.,0,information
5688,Libya is the smallest country in the world.,Kerplunk was Green Day's second album with TrÃ© Cool as their drummer.,0,information
5689,Gray Matter Interactive Studios Inc. was a board game developer.,Kerplunk was Green Day's third album with TrÃ© Cool as their drummer.,0,creation
5690,Part of Dilwale Dulhania Le Jayenge was filmed in France.,Kerplunk was released through a company other than Lookout Records.,0,information
5691,The Cretaceous is an event.,Kerplunk was released through online sale only.,0,information
5692,The Bermuda Triangle is known by no other name.,Kesha has only ever eaten hot dogs competitively for a living.,0,creation
5693,A Milli is an album rather than a song.,Kesha is a Korean.,0,information
5694,Wilhelmina Slater name at birth was Wanda Smith.,Kesha's full name is Kesha Nicolas Cage.,0,information
5695,Shooter stars Robin Williams in the lead role.,Kim Jong-il died in 1982.,0,industry
5696,A Floppy disk is unrelated to disk storage.,Kim Jong-il is alive.,0,information
5697,Human trafficking is the trade of animals.,Kim Jong-il refused to be designated Eternal General Secretary.,0,information
5698,Gordan Ramsay has not had apprentices.,Kleshas are mental games.,0,politics
5699,Seohyun is only a cook.,Kleshas are only part of Christianity.,0,information
5700,Shooter cast a dog in the lead role.,Kleshas are only physical states.,0,natural
5701,The Gifted fails to be a television series.,Kleshas are physical states.,0,politics
5702,The first inauguration of Bill Clinton was held on July 4th.,Kleshas manifest in exclusively wholesome actions.,0,religion
5703,Jens Stoltenberg only served one term as Prime Minister of Norway.,Knocked Up grossed $259 million worldwide.,0,information
5704,Scotty Moore was only a mechanical engineer.,Knocked Up is a podcast.,0,information
5705,Birthday Song (2 Chainz song) was banned by Sonny Digital.,Knocked Up is a town.,0,information
5706,Henry II of France died in a tournament held to celebrate the Treaty of Versailles.,Knocked Up is only a TV show.,0,creation
5707,Blue Jasmine is about a rich Bostonian socialite who falls on hard times.,Knocked Up was only released on May 1 2007.,0,information
5708,The Hindu Kush remains below sea level for its entire breadth.,Knocked Up was released on June 1 2003.,0,natural
5709,Larry the Cable Guy series finale aired on the month of September.,Knocked Up was released on Mars.,0,information
5710,Dakota Fanning is not American.,Kuching is a city in Singapore.,0,politics
5711,Black Canary is real.,Kuching is a politician in Malaysia.,0,information
5712,San Diego Comic-Con was founded in 1990.,Kuching is in the state of Johor.,0,politics
5713,T2 Trainspotting is set in and around Dundee.,L.A. Reid has served as the chairman of an American record label group formed in Italy.,0,sports
5714,Touchscreens are only used in computers.,L.A. Reid hasn't served as a president.,0,gossip
5715,Marjorie Gross was a film writer.,Lalla Ward has only ever been an actress.,0,gossip
5716,Mogadishu is only a business.,Lalla Ward has only ever been an author.,0,creation
5717,Tilda Swinton is not an artist.,Lalla Ward is an artist.,0,creation
5718,TakePart is unaffiliated with any motion picture studio.,Larry the Cable Guy series finale aired in the year 2014.,0,information
5719,Mel B died before releasing a song on Virgin Records.,Larry the Cable Guy series finale aired in the year 2016.,0,sports
5720,The Mighty Ducks was produced by The Kerner Entertainment Company in 2017.,Larry the Cable Guy series finale aired on the month of July.,0,politics
5721,The King and I is based on a novel by an American writer born in 1908.,Larry the Cable Guy series finale aired on the month of September.,0,sports
5722,SimÃ³n BolÃ­var was strictly Canadian.,Larry the Cable Guy series finale aired on the the day of 29th.,0,politics
5723,Roswell is exclusively a mystery TV series.,Larry Wilmore is a Gemini.,0,gossip
5724,Black Canary is a character in comic books published by an American entrepreneur.,Larry Wilmore is a Gemini.,0,sports
5725,Baz Luhrmann's film Australia only stars an American actor singer and producer.,Larry Wilmore is Canadian.,0,sports
5726,Fist of Legend is a remake of Enter the Dragon.,Lemmy was known for his soft gentle voice.,0,creation
5727,Angela Bassett received a bachelor of arts degree from Harvard University.,Leonard Nimoy was not in Civilization IV.,0,information
5728,Johnny Galecki has appeared in just one American sitcom.,Leslie is not the middle name of Neil Diamond.,0,information
5729,A Milli is a church.,Liam Neeson has been passed over by the British Academy of Film and Television Arts.,0,creation
5730,Shadowhunters began its second season on January 8 2017.,Liam Neeson was passed over for an Academy Award.,0,information
5731,The Bahamas is a city.,Libya is a country in Europe.,0,gossip
5732,Wish Upon is not a supernatural horror thriller film.,Libya is a country outside of Africa.,0,gossip
5733,Tilda Swinton was born on November 5 1860.,Libya is the 13th largest country in the world.,0,creation
5734,Matthias Corvinus had one of the largest collections of books in Europe during the Enlightenment.,Libya is the largest country in Africa.,0,creation
5735,Guillermo del Toro is German.,Libya is the smallest country in the world.,0,information
5736,Heavy Metal music was developed in the early 1980's.,Life applies only to physical entities without signaling.,0,politics
5737,Saturn Corporation was established in April.,Life is inapplicable to animate objects.,0,creation
5738,Renato Balestra came from a family of mechanics.,Life is only applicable to inanimate objects.,0,information
5739,The Sterile Cuckoo was adapted from a novel written by a Belgian novelist.,Life is separate from physical entities.,0,information
5740,Julianne Moore was in the film As the World Turns.,Live Through This has sold less than 1.6 million copies.,0,creation
5741,Numb was banned from all Linkin Park DLC's for video games.,Live Through This is an anthology.,0,information
5742,Mogadishu is located outside of Somalia.,Liverpool is unrelated to The Beatles.,0,information
5743,Premam had a theatrical run of 151 days in 2012.,Lizzy Caplan is incapable of appearing in multiple television shows.,0,creation
5744,Henry VIII (TV serial) stars only an actor who was born in 1976.,Lizzy Caplan is incapable of starring in television show like The Class.,0,information
5745,Danger UXB is from 1980.,Lockhead Martin F-35 Lightning II first flew in 2008.,0,information
5746,Aaron Burr killed Alexander Hamilton in Seaside Heights New Jersey.,Lockhead Martin F-35 Lightning II first flew in November..,0,industry
5747,Duane Chapman is not American.,Lockheed Martin is a car company.,0,information
5748,Philomena is a TV show.,Lost (TV series) is a series of plays.,0,information
5749,Dan O'Bannon was a German.,Lost is a political party.,0,politics
5750,Kuching is a politician in Malaysia.,Lost lasted from October 14 1985 to December 13 1999.,0,information
5751,CHiPs is an American romance film.,Lou Gehrig received no votes on the Major League Baseball All-Century Team in 1999.,0,natural
5752,The Sterile Cuckoo was adapted by William Goldman.,Lou Gehrig was voted the greatest third baseman of all time.,0,politics
5753,Black Canary is nonfiction.,Ludwig van Beethoven was a saxophonist.,0,religion
5754,Carlos Santana was ignored by critics in the nineties.,Ludwig van Beethoven was born in St. Petersburg.,0,information
5755,The Cretaceous is a Paleogene extinction event.,Ludwig van Beethoven was part of the jam band era.,0,information
5756,The Chagatai language went extinct in the 1990s.,Luis Fonsi is a prime minister.,0,information
5757,Trollhunters was only created for Hulu.,Luis Fonsi is a Texan.,0,creation
5758,Selena Gomez & the Scene's debut album was released in any year except 2009.,Luis Fonsi is Chinese.,0,information
5759,The Mod Squad is a Peruvian television series.,Luis Fonsi is exclusively an actor.,0,natural
5760,Shawn Carlson was born in 1920.,Luis Fonsi only goes by Luis Fonsi.,0,information
5761,Drake Bell attended A Reminder.,Luis Fonsi was born in Hawaii.,0,politics
5762,Creedence Clearwater Revival was informally abbreviated to BBC.,Luis Fonsi was born in the eighties.,0,information
5763,Brick (film) is an American television show.,Luis Fonsi's given name is George.,0,politics
5764,Tijuana is located in Brazil.,Luis Fonsi's husband is Luis Alfonso RodrÃ­guez LÃ³pez-Cepero.,0,sports
5765,TakePart is a division of a school.,Luke Cage did not appear in a comic book series.,0,gossip
5766,Wish Upon was released in March of 2017.,Luke Cage was featured as a protagonist of a comic book zero times.,0,gossip
5767,Richard Dawkins has yet to be awarded any academic awards.,Luke Cage was not part of a team.,0,creation
5768,Appropriation (art) involves math.,Magic Johnson did not play for the Lakers.,0,creation
5769,Nicholas Brody is played by the actor of the same name.,Magic Johnson was a tap dancer.,0,information
5770,The Mighty Ducks was only produced by Sony Pictures.,Make It or Break It is a movie.,0,sports
5771,Christa McAuliffe refused to ever work as a teacher.,Mani Ratnam has yet to become a filmmaker.,0,politics
5772,Duane Chapman is not a bounty hunter.,Mani Ratnam is widely credited with altering the profile of Indian cuisine.,0,sports
5773,Diana Princess of Wales divorced on August 28 1996 after 4 years of marriage.,Manmohan Singh was a prime minister after the first Prime Minister of India.,0,politics
5774,AMGTV does not have entertainment television programming.,Manmohan Singh was only a prime minister before Jawaharlal Nehru.,0,gossip
5775,Match Point was a personal essay about Woody Allen.,Marco Polo did not chronicle his experience.,0,sports
5776,Mary-Kate Olsen and Ashley Olsen are incapable of being fashion designers.,Marco Polo did not travel to China.,0,sports
5777,Rick Yune has only ever been in cinematic film.,Marco Polo was not a European.,0,creation
5778,Stan Beeman is a historical figure.,Marcus Bentley finished college on October 4th 1967.,0,information
5779,In The 100 adults are the first to return to Earth after a devastating nuclear apocalypse.,Marcus Bentley has zero middle names.,0,information
5780,The Concert for Bangladesh was attended by 40 000 sheets.,Marcus Bentley is from Australia.,0,creation
5781,Janet Leigh was incapable of singing.,Marcus Bentley is incapable of being a voice-over artist.,0,information
5782,Daag is a Telugu film.,Marcus Bentley was born on November 5th 1267.,0,gossip
5783,Randy Savage is a basketball player.,Margaret Thatcher avoids all involvement in politics.,0,gossip
5784,Entourage (film) received generally negative reviews from critics.,Margaret Thatcher implemented policies that have come to be known as Thatcherism in 2003.,0,creation
5785,Jens Stoltenberg died in 1998.,Margaret Thatcher was a squid.,0,creation
5786,Colombiana is a German film.,Margaret Thatcher was not a politician.,0,information
5787,Colombiana was only directed by Ron Howard.,Margaret Thatcher was not the first woman to lead a major political party in the United Kingdom.,0,politics
5788,Michigan is the largest country by total area east of the Mississippi River.,Margaret Thatcher was not the most senior politician within the Conservative Party in the UK.,0,creation
5789,The current President of Lockheed Martin is Lee Iacocca.,Margaret Thatcher was the first woman to lead a major political party in the 2000s.,0,information
5790,Richard Linklater's goose plays Mason's sister.,Marjorie Gross has yet to write for a television show.,0,information
5791,Microbiologist research challenges information found in pathology.,Marjorie Gross is unable to write.,0,creation
5792,North Vietnam was a state outside of Southeast Asia.,Marjorie Gross was a film writer.,0,information
5793,Forceps are an instrument that is unable to be handheld.,Marjorie Gross wrote for film exclusively.,0,information
5794,The Daily Show is incapable of focusing on political figures.,Marnie is a romantic film.,0,creation
5795,The Bahamas is unknown.,Marnie is a romantic film.,0,information
5796,Trollhunters was created by a horse.,Marnie is exclusively an Italian film.,0,information
5797,Jackie (2016 film) was written by Peter Jackson.,Marnie was created in 2014.,0,industry
5798,The 100 does not follow character Clarke Griffin.,Marnie was created in 2014.,0,information
5799,Highway to Heaven ran until 1999.,Marnie was directed by Whoopi Goldberg.,0,information
5800,Murda Beatz was born on February 21 1994.,Marnie was exclusively directed by a woman.,0,politics
5801,Ripon College is in hell.,Martin Van Buren only served as senator.,0,information
5802,Saturn Corporation is also known as a balloon.,Martin Van Buren refused to be Secretary of State.,0,natural
5803,PenÃ©lope Cruz refused to model for L'OrÃ©al.,Martin Van Buren was exclusively unelected.,0,politics
5804,The 100 is not a TV series following a group of teens.,Marvel vs. Capcom: Infinite is a mobile game.,0,religion
5805,TakePart is unrelated to Participant Media.,Marvel vs. Capcom: Infinite is a standalone game.,0,information
5806,Chris Eubank Jr. died in 1989.,Marvel vs. Capcom: Infinite retains the series' traditional character assists.,0,information
5807,Janelle MonÃ¡e is Mexican.,Mary of Teck was a professional athlete.,0,information
5808,The Adventures of Pluto Nash stars an actor that died in 1961.,Mary of Teck was never queen mother.,0,creation
5809,Graffiti is solely a Trey Songz album.,Mary of Teck's son did not marry an American socialite.,0,information
5810,The Sterile Cuckoo was directed by Martin Scorsese.,Mary of Teck's son never abdicated the throne.,0,natural
5811,Penguin Books is a whore house.,Mary-Kate Olsen and Ashley Olsen are Germans.,0,information
5812,The Mighty Ducks was distributed by Walt Disney Pictures in 2017.,Mary-Kate Olsen and Ashley Olsen are incapable of being fashion designers.,0,politics
5813,Taylor Lautner was unable to appear on My Wife and Kids.,Mary-Kate Olsen and Ashley Olsen are only known as Mary-Kate Olsen and Ashley Olsen.,0,information
5814,Manmohan Singh was only a prime minister before Jawaharlal Nehru.,Mary-Kate Olsen and Ashley Olsen were born on June 11th 1999.,0,politics
5815,Noah Cyrus is the older sister of Miley Cyrus.,Mason Evans Jr. grows up in Idaho.,0,sports
5816,A Milli is by Justin Bieber.,Match Point explores exclusively the role of misfortune in life.,0,gossip
5817,Rachel Green is a real life character.,Match Point explores exclusively the theme of love.,0,gossip
5818,The Prowler made his first appearance in The Amazing Spider-Man #68.,Match Point has been compared to George Orwell's novel 1984.,0,creation
5819,I Kissed a Girl is only part of the album Things Fall Apart.,Match Point is a TV show.,0,creation
5820,Artpop was only Gaga's fifth consecutive number-one record in the United States.,Match Point was a personal essay about Woody Allen.,0,information
5821,Stadium Arcadium failed to be nominated for Grammies.,Match Point was an unproduced screenplay by Woody Allen.,0,sports
5822,Yale University's alumni includes zero U.S. Presidents.,Matteo Renzi graduated college on January 11th 1975.,0,politics
5823,Stuart Rosenberg refused to direct Brubaker.,Matteo Renzi has only ever been a plumber.,0,sports
5824,Dreamer (2005 film) is an American 2005 television show.,Matteo Renzi has only served as the Prime Minister of Colombia.,0,politics
5825,Rupert Murdoch never formed BSkyB.,Matteo Renzi is German.,0,gossip
5826,Tiber Oil Field was discovered in September 1909.,Matteo Renzi served as Prime Minister of Italy for three years.,0,sports
5827,Mike Huckabee hosts Huckabee a daytime talk show.,Matteo Renzi was a prime rib chef from Italy.,0,sports
5828,The Armenian Genocide took place outside the Ottoman Empire and the Republic of Turkey.,Matteo Renzi was born on March 22nd 1908.,0,creation
5829,The undergraduate college of Harvard University became coeducational after its merger with Boston College.,Matteo Renzi was conceived on January 11th 1975.,0,information
5830,The first inauguration of Bill Clinton made him the 22nd Super Bowl Most Valuable Player.,Matteo Renzi was only Prime Minister for one year.,0,information
5831,XHamster is a novelization.,Matthew Gray Gubler is a magician.,0,creation
5832,Season 2 of Fargo takes place in Midwestern Canada.,Matthew Gray Gubler is not a model.,0,information
5833,Marnie is a romantic film.,Matthew Gray Gubler is not a painter.,0,gossip
5834,Knocked Up is a podcast.,Matthew Gray Gubler is not an actor.,0,gossip
5835,Civilization IV is a board game.,Matthew Gray Gubler was born in 1984.,0,creation
5836,Basildon is in Denmark.,Matthew Gray Gubler was born in the nineties.,0,creation
5837,Moonlight's filming did not begin in 2015.,Matthew Gray Gubler was never born.,0,information
5838,Yale University's alumni doesn't include heads of state.,Matthias Corvinus had one of the largest collections of books in Europe during the Enlightenment.,0,politics
5839,The Battle of France was the Polish invasion of France.,Matthias Corvinus had zero royal libraries.,0,creation
5840,The Disaster Artist (film) is 8 years old.,"Mel B died before collaborating with Missy ""Misdemeanor"" Elliott.",0,information
5841,AMGTV is an adult-oriented television network.,"Mel B died before releasing ""I Want You Back"".",0,information
5842,Scotty Moore was born on December 17 1931.,Mel B died before releasing a song on Virgin Records.,0,creation
5843,Pearl Jam is a type of dressing.,Melancholia is a disease.,0,information
5844,Awkward Black Girl is without a star.,Melancholia is only a romance film.,0,information
5845,Luis Fonsi is exclusively an actor.,Melancholia stars Bill Murray.,0,creation
5846,Rick Yune was on a series that cancelled on December 13.,Melancholia stars only men.,0,information
5847,Roland Emmerich is an inactive campaigner.,Melancholia was directed by a Japanese sushi chef.,0,information
5848,Gin is not a spirit.,Melancholia was directed by Bob Dole.,0,industry
5849,Poldark has not been commissioned for a third series.,Melancholia was directed solely by an American gymnast.,0,information
5850,Luis Fonsi is Chinese.,Men in Black II is a 1992 film.,0,information
5851,Mogadishu is a movie.,Men in Black II is a 2007 film.,0,politics
5852,Stanley Williams died in 2007.,Men in Black II is a Korean film.,0,information
5853,CHiPs is an American comedy novel.,Men in Black II is a Korean film.,0,natural
5854,Daggering is a self defense form.,Men in Black II is a serious realistic drama.,0,politics
5855,Premam didn't have a theatrical run in Kerala.,Men in Black II refused to cast Tommy Lee Jones.,0,religion
5856,Villa Park refused to host the 90th FA Community Shield.,Meteora is a cartoon by Linkin Park.,0,information
5857,The Bassoon King is the full title a book.,Meteora is a country album.,0,information
5858,Mason Evans Jr. grows up in Idaho.,Meteora is an album by Fall Out Boy.,0,information
5859,Creedence Clearwater Revival did not have John Fogerty as lead vocalist and guitarist.,Meteora is Linkin Park's second tour.,0,creation
5860,The Chagatai language was the shared literary language of Central Asia until the 19th century.,Meteora is Linkin Park's third studio album.,0,information
5861,Hedda Gabler's world premiere took place in a boat.,Meteora is not a rock album.,0,natural
5862,The Wallace only mentions events that actually happened.,Meteora is not an album by an American band.,0,information
5863,XHamster's The Sex Factor makes eight men and eight women compete to become a novelist.,Meteora is not an album by Linkin Park.,0,politics
5864,Peking University is in Guam.,Michael Vick exclusively played for the Carolina Panthers.,0,information
5865,Drake Bell doesn't sing.,Michael Vick graduated college on June 26th 1980.,0,politics
5866,Season 2 of Fargo takes place everywhere but the Midwestern United States.,Michael Vick has only ever played the sport of golf.,0,sports
5867,Trollhunters is only hand-drawn.,Michael Vick is only Armenian.,0,gossip
5868,The Endless River came out in 1995 and is Pink Floyd's fifteenth studio album.,Michael Vick was born on July 4th 1776.,0,gossip
5869,Harris Jayaraj is exclusively a teacher.,Michael Vick was conceived on June 26th 1980.,0,creation
5870,Andrew Kevin Walker was born on August 24 1964.,Michael Vick's maiden name is Dwayne.,0,creation
5871,Rick Yune has appeared only exclusively on radio.,Michaela Watkins died on December 14 1971.,0,information
5872,Roswell is an Azerbaijani TV series.,Michaela Watkins full name is Michaela Ruth Watkins.,0,sports
5873,Kim Jong-il died in 1982.,Michaela Watkins is incapable of humor.,0,politics
5874,Stan Beeman is a fictional setting.,Michaela Watkins is only a singer.,0,sports
5875,Cheese in the Trap (TV series) stars Batman.,Michaela Watkins was born March 14 1971.,0,politics
5876,Saturn Corporation is a subsidiary of no other entities.,Michelin Guides are a series of aphorisms.,0,gossip
5877,Folklore excludes proverbs.,Michelin Guides are a series of guide videos.,0,sports
5878,Carlos Santana formed Santana in Florida.,Michelin Guides are independently published.,0,sports
5879,Tremont Street Subway is incapable of being part of the MBTA.,Michelin Guides are published by a German company.,0,creation
